ComponentType,Currency,CurrencyAmount,Date
invoice,EUR,852,2016-07-08 00:37:17
return,GBP,160,2016-05-21 05:18:28
invoice,USD,275,2016-07-20 18:15:25
invoice,EUR,584,2016-02-07 00:38:24
return,EUR,719,2016-03-02 10:45:41
invoice,EUR,533,2016-04-01 05:07:44
order,GBP,786,2016-08-23 15:24:27
return,USD,945,2016-04-01 18:16:41
invoice,EUR,198,2016-03-31 18:00:57
order,EUR,696,2016-02-09 16:49:10
invoice,USD,508,2016-06-14 02:27:53
invoice,USD,916,2016-05-05 19:00:40
return,USD,841,2016-03-15 17:55:41
return,EUR,733,2016-04-11 12:14:40
return,USD,737,2016-12-06 09:28:05
return,GBP,786,2016-02-01 22:49:58
order,GBP,639,2016-03-22 07:12:06
invoice,GBP,832,2016-07-19 07:02:43
order,EUR,407,2016-07-26 10:48:19
invoice,USD,822,2016-08-31 04:28:50
order,USD,464,2016-04-23 00:55:54
return,USD,109,2016-08-05 17:30:06
invoice,GBP,645,2016-04-01 14:07:00
return,EUR,914,2016-06-08 06:24:17
order,GBP,677,2016-01-15 05:46:06
return,USD,908,2016-11-01 21:03:18
invoice,USD,380,2016-03-30 15:09:52
invoice,USD,517,2016-08-12 21:32:11
order,GBP,387,2016-11-16 13:05:21
order,EUR,464,2016-05-17 05:19:55
invoice,GBP,599,2016-11-26 11:48:45
order,USD,372,2016-12-30 05:12:05
order,EUR,194,2016-01-16 22:43:15
invoice,USD,914,2016-08-23 07:25:09
invoice,EUR,633,2016-05-29 11:31:48
order,EUR,39,2016-04-11 21:22:07
invoice,GBP,889,2016-09-21 06:05:58
return,EUR,904,2016-08-24 23:04:12
invoice,USD,493,2016-09-09 16:47:45
return,USD,682,2016-11-18 17:50:44
order,GBP,838,2016-09-25 00:22:28
order,USD,827,2016-10-13 13:07:07
return,EUR,369,2016-11-10 23:32:38
invoice,EUR,90,2016-10-04 01:59:38
invoice,GBP,953,2016-11-08 00:26:03
order,USD,9,2016-11-20 14:31:12
order,USD,719,2016-12-16 18:20:10
return,EUR,530,2016-08-13 20:30:24
invoice,USD,840,2016-01-02 02:35:44
order,USD,420,2016-03-15 19:45:29
order,USD,277,2016-07-15 16:56:21
order,USD,710,2016-07-01 03:42:43
invoice,GBP,617,2016-11-09 19:49:55
invoice,USD,333,2016-02-06 14:57:02
return,USD,118,2016-08-02 03:17:57
order,EUR,566,2016-03-23 06:54:44
invoice,EUR,35,2016-10-05 01:53:21
invoice,USD,931,2016-11-20 05:04:26
return,USD,665,2016-07-10 04:03:30
return,EUR,415,2016-05-31 21:00:20
order,GBP,255,2016-01-02 07:39:10
invoice,EUR,793,2016-09-05 05:46:18
order,USD,906,2016-05-28 15:51:08
order,EUR,335,2016-11-05 15:07:33
order,EUR,48,2016-11-09 23:02:23
order,GBP,566,2016-11-12 09:00:32
invoice,USD,958,2016-09-23 21:03:26
return,EUR,533,2016-09-17 22:13:57
return,EUR,560,2016-10-01 02:59:02
return,USD,231,2016-12-04 20:58:01
invoice,USD,984,2016-05-05 14:38:54
order,USD,669,2016-03-17 20:51:21
order,GBP,136,2016-03-03 13:02:59
return,EUR,922,2016-08-30 19:59:06
return,GBP,642,2016-09-15 13:31:08
order,GBP,623,2016-02-03 19:12:20
return,EUR,697,2016-01-28 02:12:08
return,EUR,286,2016-11-14 01:50:30
return,USD,914,2016-01-19 12:06:23
invoice,GBP,615,2016-11-13 18:40:08
invoice,USD,57,2016-03-07 17:06:34
return,USD,771,2016-12-26 22:57:33
invoice,GBP,484,2016-03-19 22:48:10
return,USD,986,2016-05-02 01:26:57
return,EUR,398,2016-01-29 05:04:32
return,USD,380,2016-01-12 15:28:40
return,GBP,783,2016-06-07 12:23:50
order,GBP,419,2016-02-12 09:42:01
invoice,USD,420,2016-08-28 15:40:50
return,EUR,519,2016-02-17 21:00:05
return,GBP,285,2016-09-21 04:12:56
return,GBP,623,2016-07-07 21:12:25
invoice,GBP,515,2016-02-07 00:41:02
invoice,USD,232,2016-12-16 04:53:38
order,EUR,637,2016-10-25 20:50:33
return,USD,684,2016-05-12 02:25:06
invoice,EUR,909,2016-08-21 07:32:22
return,GBP,951,2016-01-20 11:10:20
return,USD,963,2016-04-03 08:38:41
invoice,EUR,648,2016-03-21 14:59:24
return,GBP,599,2016-04-30 03:36:40
order,EUR,734,2016-07-21 08:35:31
invoice,GBP,858,2016-09-12 07:01:57
order,EUR,773,2016-12-20 03:18:54
order,GBP,266,2016-09-15 10:26:45
return,USD,276,2016-08-17 08:00:43
invoice,EUR,952,2016-10-23 09:28:59
invoice,GBP,458,2016-06-10 09:57:15
return,GBP,336,2016-05-26 17:50:26
order,EUR,741,2016-03-21 23:37:41
return,USD,366,2016-03-09 10:27:49
return,GBP,850,2016-10-08 06:19:54
order,USD,932,2016-08-02 20:22:00
return,EUR,359,2016-07-15 07:30:44
return,USD,84,2016-06-11 07:36:32
invoice,GBP,640,2016-11-25 19:17:20
order,EUR,435,2016-10-22 10:34:19
return,GBP,955,2016-02-14 11:42:15
invoice,GBP,467,2016-09-30 19:27:59
order,USD,146,2016-05-18 22:33:31
return,USD,478,2016-07-25 07:53:20
return,GBP,363,2016-02-04 08:41:10
invoice,EUR,8,2016-08-22 02:01:01
order,EUR,647,2016-03-23 05:30:39
invoice,USD,539,2016-08-17 08:06:26
invoice,GBP,982,2016-06-19 19:49:32
invoice,USD,121,2016-03-08 22:13:47
return,EUR,371,2016-11-27 13:23:54
return,GBP,911,2016-05-29 20:09:37
order,USD,456,2016-01-25 23:00:54
return,USD,631,2016-03-11 14:29:33
order,USD,826,2016-12-14 07:43:08
return,USD,365,2016-05-22 01:35:33
return,GBP,819,2016-05-01 13:29:47
order,GBP,568,2016-05-30 13:05:50
invoice,GBP,449,2016-05-08 05:37:11
return,USD,341,2016-09-30 17:17:22
invoice,EUR,141,2016-10-03 11:30:24
order,USD,208,2016-09-06 04:51:47
invoice,EUR,594,2016-08-22 00:36:37
invoice,EUR,366,2016-03-16 10:12:37
invoice,EUR,57,2016-02-18 19:57:12
return,USD,788,2016-05-18 06:41:57
invoice,GBP,820,2016-09-25 21:11:57
order,EUR,173,2016-07-09 07:26:47
return,EUR,860,2016-01-06 12:12:38
invoice,GBP,484,2016-07-10 03:08:47
order,EUR,168,2016-04-05 14:31:26
return,USD,605,2016-03-31 20:06:15
invoice,GBP,863,2016-09-22 23:24:51
return,USD,392,2016-03-23 22:16:12
order,EUR,354,2016-07-30 01:15:25
order,EUR,888,2016-01-28 01:02:09
return,USD,868,2016-10-03 05:29:26
return,GBP,653,2016-06-07 13:44:44
invoice,GBP,147,2016-01-25 03:28:22
return,USD,531,2016-02-06 14:55:41
invoice,USD,202,2016-03-20 04:41:09
invoice,GBP,501,2016-07-09 08:46:32
order,EUR,862,2016-08-05 06:49:57
invoice,EUR,811,2016-12-16 18:58:57
order,EUR,956,2016-06-08 01:34:46
return,EUR,234,2016-12-29 19:45:14
invoice,GBP,535,2016-03-05 23:27:57
return,USD,987,2016-12-22 07:01:32
invoice,GBP,965,2016-12-11 12:22:38
return,GBP,836,2016-02-29 11:38:45
return,GBP,257,2016-08-09 16:26:09
return,EUR,89,2016-10-03 05:31:41
return,USD,710,2016-03-23 23:42:31
order,GBP,18,2016-10-13 10:44:48
order,GBP,921,2016-07-29 01:25:22
invoice,GBP,29,2016-01-19 07:38:06
invoice,GBP,139,2016-02-17 01:15:21
return,EUR,855,2016-11-19 09:48:40
invoice,GBP,295,2016-08-05 17:03:22
invoice,GBP,411,2016-06-25 14:21:57
order,EUR,696,2016-08-07 13:18:29
invoice,GBP,171,2016-02-19 16:44:32
return,EUR,120,2016-12-18 17:05:52
order,USD,728,2016-09-25 06:36:55
order,GBP,76,2016-12-03 04:39:49
return,GBP,698,2016-09-14 07:37:30
order,EUR,109,2016-10-03 15:32:13
order,GBP,550,2016-04-17 18:01:48
invoice,EUR,991,2016-04-26 22:12:56
invoice,EUR,957,2016-07-17 17:36:08
return,GBP,604,2016-07-21 06:34:05
return,USD,835,2016-01-25 04:06:18
invoice,GBP,131,2016-07-28 19:20:24
return,USD,806,2016-12-19 19:10:14
order,USD,504,2016-10-10 18:16:37
invoice,USD,404,2016-05-21 20:59:00
invoice,GBP,95,2016-09-04 21:48:58
return,USD,822,2016-02-26 02:49:06
return,USD,200,2016-06-14 14:11:58
invoice,USD,294,2016-03-06 23:56:58
order,EUR,883,2016-04-11 20:50:21
order,USD,78,2016-05-11 02:44:20
return,USD,437,2016-06-28 15:43:49
order,GBP,654,2016-03-20 05:05:14
invoice,GBP,141,2016-11-07 06:56:19
invoice,EUR,257,2016-01-19 10:17:42
order,USD,660,2016-08-15 19:01:42
invoice,GBP,704,2016-10-09 20:07:00
order,EUR,813,2016-02-09 04:05:43
invoice,EUR,339,2016-02-25 11:58:56
invoice,EUR,458,2016-05-31 23:45:04
invoice,EUR,310,2016-12-31 18:42:10
invoice,EUR,936,2016-11-10 20:44:54
order,USD,648,2016-02-23 23:36:36
order,USD,236,2016-12-27 21:03:00
order,GBP,723,2016-12-03 10:15:53
return,GBP,200,2016-07-06 20:46:01
return,EUR,512,2016-10-03 21:47:39
return,GBP,248,2016-03-05 10:38:13
order,EUR,274,2016-02-01 08:55:34
invoice,GBP,878,2016-02-22 10:07:51
invoice,EUR,102,2016-11-08 13:06:19
invoice,USD,425,2016-06-19 08:21:28
invoice,GBP,427,2016-07-12 02:51:37
invoice,GBP,798,2016-05-31 15:05:12
return,GBP,668,2016-12-08 08:09:47
order,USD,382,2016-07-24 16:28:45
order,USD,273,2016-02-10 05:03:06
order,EUR,576,2016-12-31 15:19:02
invoice,USD,70,2016-08-30 15:44:07
return,USD,460,2016-09-07 08:43:40
invoice,USD,709,2016-03-19 05:11:25
order,USD,918,2016-11-01 16:40:26
invoice,USD,680,2016-09-17 16:06:16
invoice,GBP,205,2016-08-24 16:34:45
order,GBP,156,2016-06-14 09:46:02
order,GBP,578,2016-01-30 09:23:37
invoice,EUR,321,2016-01-17 18:15:11
order,EUR,164,2016-12-12 09:35:24
invoice,USD,358,2016-08-12 00:39:59
return,USD,530,2016-06-02 21:55:33
return,USD,944,2016-07-14 11:27:54
return,EUR,335,2016-02-02 01:35:28
return,GBP,70,2016-11-16 08:24:09
order,USD,904,2016-06-19 15:17:15
order,USD,879,2016-08-26 10:47:53
order,EUR,248,2016-06-15 05:41:59
order,EUR,839,2016-07-01 15:10:03
invoice,EUR,102,2016-01-17 14:53:11
order,USD,840,2016-11-24 09:21:58
return,USD,159,2016-04-13 15:01:07
return,USD,916,2016-02-05 15:15:10
return,EUR,857,2016-07-10 20:19:31
return,USD,600,2016-06-18 04:23:38
return,EUR,900,2016-10-09 21:58:53
invoice,EUR,244,2016-01-06 16:40:55
order,USD,163,2016-01-30 12:17:01
order,USD,340,2016-10-14 22:45:11
order,EUR,841,2016-10-15 02:51:21
order,GBP,217,2016-11-13 18:29:23
return,USD,643,2016-06-19 13:50:20
return,GBP,268,2016-03-21 02:05:35
return,USD,72,2016-01-22 00:53:07
order,EUR,243,2016-06-17 20:59:24
order,GBP,399,2016-05-21 14:57:31
invoice,GBP,646,2016-12-28 23:44:49
invoice,USD,992,2016-03-01 22:31:41
invoice,EUR,877,2016-11-26 14:36:50
order,GBP,976,2016-06-15 14:46:47
invoice,GBP,200,2016-03-19 14:05:56
order,EUR,502,2016-04-11 13:26:10
return,USD,475,2016-03-06 12:55:49
return,USD,400,2016-06-25 16:03:47
order,GBP,790,2016-10-21 11:11:38
invoice,USD,174,2016-06-25 01:19:11
return,GBP,703,2016-08-23 08:28:15
invoice,USD,867,2016-03-28 21:58:21
order,GBP,710,2016-08-08 14:04:54
order,GBP,977,2016-10-18 21:09:25
order,USD,478,2016-12-08 23:36:46
order,EUR,117,2016-06-22 00:22:47
order,EUR,192,2016-09-17 14:35:13
return,USD,232,2016-09-25 20:15:11
return,EUR,780,2016-09-23 14:59:08
invoice,EUR,358,2016-08-07 03:24:34
return,EUR,155,2016-12-30 09:27:06
order,EUR,669,2016-12-15 21:43:46
invoice,USD,37,2016-03-28 16:10:32
order,GBP,172,2016-02-04 01:58:39
return,EUR,139,2016-06-11 15:13:10
return,GBP,750,2016-08-26 09:06:20
order,USD,417,2016-03-09 17:01:18
order,GBP,691,2016-07-18 18:27:26
return,GBP,523,2016-05-09 10:42:16
invoice,USD,451,2016-05-06 06:48:27
return,USD,581,2016-07-14 00:27:44
return,USD,355,2016-10-31 05:31:23
invoice,GBP,836,2016-10-25 09:28:30
invoice,EUR,630,2016-01-25 19:21:40
order,USD,94,2016-09-29 20:38:18
invoice,USD,264,2016-08-25 04:47:04
order,GBP,149,2016-12-19 23:34:22
order,EUR,873,2016-05-14 03:07:41
invoice,EUR,397,2016-05-18 10:56:24
order,GBP,809,2016-02-03 15:59:06
invoice,USD,171,2016-04-24 14:17:09
order,USD,789,2016-05-01 22:33:34
order,GBP,487,2016-08-06 01:45:43
order,GBP,545,2016-10-09 08:57:35
invoice,GBP,601,2016-05-24 09:51:40
order,USD,887,2016-11-25 13:18:47
return,EUR,820,2016-11-22 04:50:27
invoice,USD,699,2016-03-11 18:24:51
return,EUR,470,2016-09-07 18:42:49
invoice,USD,394,2016-12-21 05:20:46
invoice,EUR,769,2016-05-12 05:59:47
return,EUR,600,2016-06-01 01:03:36
invoice,GBP,619,2016-12-04 02:15:33
return,USD,663,2016-09-28 15:30:49
order,USD,401,2016-03-02 23:05:22
invoice,GBP,385,2016-05-05 17:16:02
return,EUR,276,2016-05-29 05:03:46
order,GBP,279,2016-02-21 22:30:05
order,GBP,519,2016-12-14 19:46:17
order,GBP,171,2016-10-10 12:11:55
order,GBP,956,2016-10-22 05:57:13
order,USD,782,2016-03-14 05:03:06
order,USD,77,2016-05-06 00:21:04
return,EUR,16,2016-01-25 14:15:45
return,GBP,565,2016-05-03 05:04:18
order,EUR,769,2016-04-18 16:11:05
order,USD,109,2016-05-31 15:52:47
invoice,EUR,749,2016-03-18 08:55:45
return,GBP,424,2016-08-04 07:43:45
return,EUR,89,2016-05-29 07:52:26
invoice,USD,400,2016-03-04 16:43:59
invoice,EUR,547,2016-03-28 23:21:22
order,USD,696,2016-01-02 11:08:31
order,GBP,780,2016-01-13 23:55:39
invoice,GBP,915,2016-05-01 22:08:12
return,EUR,206,2016-12-28 22:01:29
invoice,EUR,910,2016-05-18 23:38:40
return,USD,269,2016-12-10 13:05:21
order,GBP,881,2016-07-31 17:26:24
return,GBP,334,2016-07-08 22:18:02
return,GBP,148,2016-07-18 01:33:26
order,USD,599,2016-01-29 14:55:15
invoice,GBP,275,2016-12-31 13:21:29
invoice,USD,674,2016-12-26 09:37:55
order,GBP,695,2016-08-13 23:19:35
invoice,USD,168,2016-12-25 16:16:40
order,USD,497,2016-11-21 19:12:17
invoice,USD,969,2016-02-23 19:33:12
invoice,GBP,507,2016-04-29 12:02:17
invoice,EUR,517,2016-04-28 21:28:05
invoice,GBP,478,2016-03-04 22:03:17
invoice,USD,5,2016-08-08 13:11:53
invoice,EUR,822,2016-07-01 22:37:19
order,EUR,588,2016-09-21 17:44:52
return,GBP,416,2016-09-21 00:17:30
order,USD,454,2016-09-28 11:23:36
return,USD,495,2016-01-27 21:13:29
return,USD,445,2016-02-05 13:19:43
return,GBP,827,2016-10-04 21:45:01
invoice,USD,624,2016-09-04 08:18:39
order,EUR,554,2016-12-23 06:32:17
return,EUR,152,2016-03-01 17:30:57
return,USD,674,2016-05-23 21:05:23
invoice,USD,824,2016-04-09 17:27:15
return,EUR,34,2016-11-17 17:17:03
invoice,GBP,340,2016-04-26 13:33:26
return,USD,796,2016-12-14 01:45:25
order,EUR,1,2016-08-15 18:20:59
order,EUR,78,2016-01-16 12:15:00
order,GBP,713,2016-03-26 00:34:43
return,GBP,375,2016-10-22 10:05:55
order,EUR,209,2016-07-15 00:20:21
order,GBP,474,2016-11-10 09:00:49
return,GBP,370,2016-09-30 19:59:52
return,GBP,166,2016-11-17 20:21:49
invoice,GBP,95,2016-09-17 10:30:40
return,USD,759,2016-05-07 04:16:24
return,USD,517,2016-03-23 18:01:33
return,EUR,11,2016-07-21 06:37:16
return,GBP,782,2016-11-14 06:00:58
return,GBP,836,2016-12-11 21:29:33
return,GBP,717,2016-06-17 17:19:47
order,GBP,139,2016-01-24 13:03:51
invoice,GBP,226,2016-06-24 18:43:12
return,GBP,45,2016-06-01 10:56:35
invoice,GBP,278,2016-12-11 09:37:46
invoice,GBP,477,2016-04-15 00:22:35
order,USD,298,2016-06-18 10:16:27
invoice,EUR,301,2016-01-15 02:20:19
invoice,EUR,370,2016-05-05 02:29:19
order,GBP,695,2016-06-28 13:12:43
return,EUR,394,2016-03-22 07:27:05
order,EUR,730,2016-12-07 18:47:58
order,EUR,720,2016-02-16 06:13:46
return,EUR,762,2016-11-15 14:25:04
return,USD,169,2016-05-18 00:32:09
order,USD,554,2016-05-11 07:50:38
invoice,USD,314,2016-06-14 07:13:09
order,USD,750,2016-07-01 08:30:47
return,EUR,803,2016-07-31 05:41:25
invoice,GBP,4,2016-08-23 15:14:42
return,EUR,404,2016-09-29 00:00:01
order,EUR,482,2016-10-05 07:03:49
return,EUR,634,2016-09-02 21:43:35
invoice,USD,699,2016-03-22 14:38:47
return,USD,22,2016-02-27 20:41:58
return,EUR,196,2016-02-29 19:11:09
order,USD,440,2016-01-03 11:31:20
return,GBP,265,2016-08-03 07:32:47
return,USD,60,2016-04-29 15:20:13
return,USD,206,2016-06-13 21:08:28
invoice,EUR,370,2016-05-27 05:20:31
return,EUR,55,2016-03-13 13:52:01
return,GBP,267,2016-01-07 07:32:35
invoice,EUR,43,2016-02-04 09:31:24
return,EUR,665,2016-11-08 20:28:12
return,EUR,981,2016-01-21 00:24:45
invoice,EUR,809,2016-06-30 15:48:21
order,USD,260,2016-01-13 02:38:31
invoice,USD,823,2016-06-21 16:31:00
order,EUR,647,2016-05-11 05:24:44
return,EUR,536,2016-12-05 04:48:58
order,GBP,780,2016-02-17 06:26:57
return,EUR,911,2016-10-03 16:46:34
invoice,USD,404,2016-05-26 09:42:47
invoice,EUR,872,2016-05-11 12:46:39
order,USD,271,2016-06-23 13:49:06
invoice,GBP,495,2016-01-31 18:25:13
return,USD,534,2016-11-19 15:29:28
order,GBP,281,2016-04-24 14:17:21
invoice,EUR,169,2016-07-12 06:06:20
return,GBP,93,2016-12-14 16:40:12
invoice,EUR,890,2016-01-17 03:00:32
return,USD,172,2016-02-16 17:11:38
order,GBP,219,2016-06-19 03:39:58
order,GBP,271,2016-07-10 13:13:09
return,EUR,45,2016-07-11 23:21:43
invoice,GBP,884,2016-09-30 07:46:10
invoice,GBP,210,2016-09-05 23:54:20
invoice,GBP,954,2016-05-04 05:31:00
order,USD,903,2016-07-21 09:52:25
order,EUR,401,2016-04-29 04:42:20
invoice,EUR,875,2016-06-05 04:24:56
invoice,GBP,364,2016-08-11 13:54:07
return,EUR,47,2016-02-05 10:58:12
invoice,GBP,541,2016-04-22 09:29:44
invoice,EUR,177,2016-12-02 21:13:11
invoice,GBP,616,2016-10-24 02:57:49
order,EUR,652,2016-01-11 17:08:18
order,GBP,102,2016-05-30 16:52:33
order,USD,689,2016-04-20 11:42:08
return,USD,195,2016-01-01 03:07:38
invoice,GBP,596,2016-02-01 01:04:27
order,GBP,279,2016-05-30 18:43:55
return,USD,828,2016-03-10 04:34:41
return,USD,896,2016-10-08 20:12:19
invoice,USD,896,2016-10-14 01:32:20
invoice,GBP,234,2016-04-09 15:10:40
order,USD,173,2016-02-03 08:27:32
invoice,USD,205,2016-07-12 14:14:14
order,EUR,851,2016-06-23 18:00:59
invoice,USD,225,2016-03-17 21:00:09
return,EUR,784,2016-10-24 18:59:14
order,EUR,55,2016-02-19 00:05:55
order,USD,903,2016-05-23 16:18:19
return,GBP,123,2016-05-21 06:05:32
return,USD,699,2016-08-03 05:12:05
order,EUR,798,2016-03-06 14:47:28
return,EUR,517,2016-07-05 03:14:01
order,GBP,390,2016-09-04 08:20:07
return,GBP,122,2016-11-16 23:45:25
order,EUR,866,2016-09-18 07:06:03
order,GBP,275,2016-09-27 00:13:22
invoice,EUR,324,2016-02-07 03:16:48
order,GBP,500,2016-01-13 21:38:58
invoice,USD,704,2016-01-06 21:46:30
invoice,USD,373,2016-02-20 10:38:53
return,USD,539,2016-02-03 09:16:07
return,EUR,377,2016-05-07 14:05:15
return,USD,611,2016-07-07 19:32:03
order,EUR,17,2016-10-31 15:47:02
order,EUR,983,2016-09-05 12:16:22
order,USD,510,2016-06-01 12:27:08
order,EUR,98,2016-02-28 20:20:17
order,USD,123,2016-01-11 13:59:48
invoice,GBP,586,2016-01-22 22:41:46
return,EUR,73,2016-01-09 05:56:49
invoice,GBP,584,2016-03-19 04:35:16
return,USD,116,2016-10-19 08:14:18
return,EUR,676,2016-01-08 17:05:54
invoice,USD,543,2016-07-07 05:41:23
invoice,EUR,920,2016-06-26 01:05:20
invoice,GBP,908,2016-09-25 06:01:04
return,EUR,518,2016-05-22 21:46:46
order,USD,315,2016-01-21 01:16:19
invoice,GBP,648,2016-02-24 01:06:19
order,USD,893,2016-01-31 04:07:19
return,GBP,476,2016-03-15 21:21:51
order,GBP,41,2016-07-09 20:38:21
invoice,USD,650,2016-10-01 18:05:58
return,USD,306,2016-10-12 09:38:03
order,EUR,108,2016-05-12 00:03:24
invoice,USD,474,2016-09-05 05:56:55
invoice,USD,663,2016-08-09 05:11:49
order,USD,346,2016-01-08 08:50:00
return,GBP,332,2016-08-01 09:24:51
order,EUR,787,2016-05-09 16:31:56
return,GBP,1000,2016-01-06 15:23:31
order,USD,939,2016-03-19 19:48:31
return,GBP,486,2016-12-31 04:42:54
return,USD,122,2016-06-29 08:32:51
return,EUR,567,2016-10-02 13:54:36
invoice,EUR,898,2016-06-04 00:32:50
order,GBP,984,2016-04-26 04:14:33
invoice,EUR,521,2016-01-14 21:08:32
order,USD,174,2016-04-19 04:23:35
invoice,GBP,481,2016-07-27 01:57:56
order,USD,364,2016-06-03 00:48:33
invoice,GBP,645,2016-09-24 07:51:54
return,EUR,255,2016-05-04 08:12:59
order,GBP,29,2016-01-29 14:19:01
order,USD,519,2016-06-03 20:18:24
invoice,GBP,721,2016-01-16 21:09:32
invoice,EUR,486,2016-08-07 19:48:19
order,EUR,564,2016-03-13 14:29:44
invoice,GBP,52,2016-12-04 07:28:04
return,GBP,644,2016-06-11 22:36:28
order,USD,485,2016-11-10 00:41:29
order,EUR,480,2016-01-02 17:53:03
order,EUR,781,2016-03-11 20:20:45
return,USD,413,2016-12-20 21:07:14
invoice,USD,793,2016-02-07 18:20:11
order,GBP,645,2016-09-16 05:29:18
order,USD,468,2016-04-21 12:54:44
return,GBP,638,2016-12-08 04:00:45
order,GBP,483,2016-08-31 22:13:24
return,EUR,360,2016-03-02 20:48:12
return,USD,720,2016-02-12 00:05:32
invoice,GBP,127,2016-12-31 01:15:58
order,GBP,867,2016-03-27 05:58:11
invoice,GBP,22,2016-08-18 03:01:43
invoice,EUR,934,2016-12-06 22:04:49
invoice,EUR,641,2016-04-06 04:22:03
order,GBP,215,2016-10-05 12:43:38
return,USD,530,2016-10-20 20:12:35
return,GBP,11,2016-10-12 22:41:13
order,USD,23,2016-10-30 20:03:09
order,USD,106,2016-09-09 04:23:57
order,USD,300,2016-03-18 03:09:48
order,USD,681,2016-08-27 06:32:11
return,GBP,460,2016-04-26 07:14:38
order,GBP,421,2016-03-02 01:10:16
invoice,USD,674,2016-09-11 18:03:36
order,GBP,629,2016-10-17 12:53:52
return,EUR,831,2016-09-04 11:36:53
order,GBP,779,2016-09-04 15:23:15
order,EUR,65,2016-11-18 21:08:22
invoice,EUR,819,2016-01-19 13:52:25
return,USD,933,2016-08-28 04:15:35
invoice,EUR,853,2016-04-28 20:47:00
return,EUR,64,2016-10-05 22:56:07
order,USD,482,2016-09-20 19:42:57
invoice,EUR,985,2016-11-22 13:57:17
order,EUR,424,2016-04-19 15:19:04
order,USD,558,2016-07-02 04:45:18
order,USD,908,2016-01-29 03:40:14
return,USD,265,2016-09-16 19:39:46
order,EUR,876,2016-12-12 01:32:09
invoice,GBP,240,2016-10-06 03:32:16
order,USD,29,2016-09-16 01:28:23
invoice,USD,626,2016-09-01 21:58:58
return,USD,410,2016-03-04 04:22:02
return,EUR,720,2016-01-27 07:11:53
order,USD,755,2016-05-09 11:40:03
order,GBP,690,2016-11-26 02:28:40
invoice,GBP,223,2016-12-26 02:48:40
order,GBP,719,2016-05-03 18:19:38
invoice,USD,537,2016-08-08 16:34:14
return,EUR,309,2016-06-03 11:29:50
order,EUR,162,2016-07-03 23:34:49
order,USD,860,2016-12-30 03:38:01
order,USD,99,2016-01-25 15:10:30
return,USD,274,2016-08-11 12:45:59
invoice,EUR,898,2016-07-25 20:28:51
invoice,EUR,532,2016-12-19 13:31:23
return,EUR,949,2016-09-21 08:42:09
return,USD,354,2016-02-10 23:39:19
return,USD,240,2016-08-22 11:21:20
invoice,USD,587,2016-12-24 12:40:45
invoice,GBP,294,2016-05-14 18:16:45
invoice,USD,694,2016-04-29 10:51:19
return,USD,36,2016-04-13 03:02:59
return,EUR,440,2016-02-10 14:44:23
return,EUR,975,2016-06-12 15:07:01
invoice,GBP,112,2016-12-11 06:42:12
order,USD,721,2016-01-29 09:04:23
return,USD,21,2016-11-21 20:15:46
invoice,USD,922,2016-04-28 14:33:50
invoice,USD,827,2016-08-02 09:24:36
invoice,EUR,651,2016-05-09 18:24:07
return,EUR,931,2016-03-31 17:35:32
return,EUR,221,2016-05-04 06:32:46
order,GBP,764,2016-08-30 03:34:30
order,USD,84,2016-07-20 07:22:13
order,USD,70,2016-08-11 09:45:18
return,EUR,266,2016-10-14 13:28:31
order,GBP,335,2016-08-24 22:00:12
order,GBP,156,2016-06-07 05:28:44
invoice,EUR,343,2016-03-12 20:44:39
return,USD,235,2016-06-22 07:33:01
return,USD,576,2016-12-13 22:34:19
invoice,EUR,730,2016-07-04 00:57:58
invoice,EUR,941,2016-03-16 01:30:43
return,EUR,385,2016-11-08 06:39:19
return,GBP,33,2016-04-01 09:23:12
order,EUR,998,2016-02-23 02:12:20
return,USD,12,2016-07-15 10:48:32
invoice,EUR,597,2016-02-17 19:41:29
invoice,USD,942,2016-10-17 10:16:19
order,GBP,612,2016-07-06 23:12:05
invoice,EUR,34,2016-03-21 12:52:46
invoice,USD,629,2016-11-13 16:52:29
return,GBP,862,2016-07-04 17:10:59
order,USD,753,2016-03-29 12:17:49
order,EUR,836,2016-01-15 14:41:01
order,EUR,294,2016-01-13 07:45:35
order,GBP,43,2016-04-10 07:30:50
invoice,USD,44,2016-09-05 20:57:30
return,EUR,275,2016-12-24 13:45:12
return,EUR,296,2016-06-21 20:50:51
order,USD,967,2016-11-13 00:39:50
return,EUR,651,2016-03-10 22:08:51
invoice,EUR,317,2016-04-07 09:04:32
order,GBP,442,2016-11-18 07:16:11
